#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
コンガヘルム,0,0,2,1,2,4,14,116,-3,1,1,-1,2,細菌学,2,食いしん坊,4,腹減り,-2,,,,,極彩色の毛,1,桃毛獣の毛,2,とがった爪,3,のりこねバッタ,2
コンガキャップ,0,0,2,1,2,4,7,74,-2,2,2,0,3,細菌学,2,食いしん坊,4,腹減り,-2,,,,,極彩色の毛,1,桃毛獣の毛,2,とがった爪,3,のりこねバッタ,2
ゲリョスヘルム,0,0,2,1,1,3,14,116,-4,1,2,-2,0,スタミナ,1,腹減り,-2,毒,2,,,,,ゴム質の皮,2,大地の結晶,2,ゲネポスの皮,2,鉄鉱石,5
ゲリョスキャップ,0,0,2,1,1,3,7,74,-3,2,3,-1,1,スタミナ,1,腹減り,-2,毒,2,,,,,ゴム質の皮,2,大地の結晶,2,ゲネポスの皮,2,鉄鉱石,5
カブラヘルム,0,0,2,1,1,3,16,118,2,-3,-2,0,1,防御,2,採取,-2,体力,3,,,,,鬼蛙の大牙,2,厳めしい頭骨,1,鬼蛙の甲殻,2,マカライト鉱石,2
カブラキャップ,0,0,2,2,1,3,8,74,3,-2,-1,1,2,防御,2,採取,-2,体力,2,,,,,鬼蛙の大牙,2,厳めしい頭骨,1,鬼蛙の甲殻,2,マカライト鉱石,2
スキュラヘルム,0,0,2,1,2,4,19,121,-2,2,-2,1,2,観察眼,3,腹減り,-2,高速設置,2,睡眠,2,,,影蜘蛛の鋏角,2,影蜘蛛の甲殻,1,影蜘蛛の棘,1,盾虫の甲殻,2
スキュラキャップ,0,0,2,1,2,4,9,75,-1,3,-1,2,3,観察眼,4,腹減り,-2,高速設置,1,睡眠,2,,,影蜘蛛の鋏角,2,影蜘蛛の甲殻,1,影蜘蛛の棘,1,盾虫の甲殻,2
ザボアヘルム,0,0,2,1,2,4,20,122,-2,2,-3,2,0,体力,1,氷属性攻撃,2,肉食,4,腹減り,-2,,,化け鮫の鋸歯,2,化け鮫の刃尾,1,化け鮫の皮,3,カワズの油,1
ザボアキャップ,0,0,2,2,2,4,10,76,-1,3,-2,3,1,体力,1,氷属性攻撃,2,肉食,3,腹減り,-2,,,化け鮫の鋸歯,2,化け鮫の刃尾,1,化け鮫の皮,3,カワズの油,1
ガララヘルム,0,0,2,2,2,4,20,122,1,-2,0,-4,1,捕獲,1,聴覚保護,3,気まぐれ,-2,麻痺,2,,,絞蛇竜の鳴甲,3,絞蛇竜の甲殻,4,寒気立つクチバシ,1,ゲネポスの鱗,4
ガララキャップ,0,0,2,2,2,4,10,76,2,-1,1,-3,2,捕獲,1,聴覚保護,4,気まぐれ,-3,麻痺,1,,,絞蛇竜の鳴甲,3,絞蛇竜の甲殻,4,寒気立つクチバシ,1,ゲネポスの鱗,4
フルフルヘルム,0,0,2,1,2,4,19,121,-4,1,1,2,1,雷属性攻撃,2,回復量,2,,,,,,,アルビノの中落ち,1,ブヨブヨした皮,2,大地の結晶,4,モンスターの体液,2
フルフルキャップ,0,0,2,2,2,4,10,76,-3,2,2,3,2,雷属性攻撃,2,回復量,2,,,,,,,アルビノの中落ち,1,ブヨブヨした皮,2,大地の結晶,4,モンスターの体液,2
レイアヘルム,0,0,2,1,2,4,19,121,2,0,-2,0,-3,体力,3,火属性攻撃,2,回復速度,-2,,,,,雌火竜の棘,1,雌火竜の鱗,4,雌火竜の甲殻,3,大地の結晶,5
レイアキャップ,0,0,2,1,2,4,10,76,3,1,-1,1,-2,体力,3,火属性攻撃,2,回復速度,-2,,,,,雌火竜の棘,1,雌火竜の鱗,4,雌火竜の甲殻,3,大地の結晶,5
ランポスヘルム,0,0,2,1,1,2,13,117,0,0,0,-4,2,攻撃,2,千里眼,2,麻痺,-1,気絶,1,,,ドスランポスの皮,3,ドスランポスの爪,1,ランポスの鱗,2,のりこねバッタ,2
ランポスキャップ,0,0,2,2,1,2,7,74,1,1,1,-3,3,攻撃,1,千里眼,2,麻痺,-1,気絶,1,,,ドスランポスの皮,3,ドスランポスの爪,1,ランポスの鱗,2,のりこねバッタ,2
クックヘルム,0,0,2,1,1,2,16,118,2,-1,-2,-3,2,攻撃,2,火属性攻撃,4,水耐性,-2,,,,,怪鳥の耳,2,怪鳥の甲殻,2,怪鳥の翼膜,1,ランポスの皮,2
クックキャップ,0,0,2,2,1,2,8,74,3,0,-1,-2,3,攻撃,2,火属性攻撃,4,水耐性,-3,,,,,怪鳥の耳,2,怪鳥の甲殻,2,怪鳥の翼膜,1,ランポスの皮,2
バサルヘルム,0,0,2,2,2,3,18,120,0,-2,1,1,-3,耐暑,1,睡眠,2,,,,,,,岩竜の甲殻,3,マカライト鉱石,5,怪鳥の鱗,2,キレアジ,10
バサルキャップ,0,0,2,2,2,3,9,75,1,-1,2,2,-2,耐暑,1,睡眠,2,,,,,,,岩竜の甲殻,3,マカライト鉱石,5,怪鳥の鱗,2,キレアジ,10
アシラヘルム,0,0,2,1,99,3,13,117,-2,1,0,-1,1,食いしん坊,4,腹減り,-2,ハチミツ,2,,,,,青熊獣の甲殻,2,青熊獣の毛,2,のりこねバッタ,2,,
アシラキャップ,0,0,2,2,99,3,7,74,-1,2,1,0,2,食いしん坊,3,腹減り,-2,ハチミツ,3,,,,,青熊獣の甲殻,2,青熊獣の毛,2,のりこねバッタ,2,,
ルドロスヘルム,0,0,2,0,99,3,15,117,-3,2,-1,-1,1,スタミナ,2,水属性攻撃,2,雷耐性,-2,耐暑,2,,,水獣の爪,2,マカライト鉱石,2,ランポスの皮,2,のりこねバッタ,2
ルドロスキャップ,0,0,2,0,99,3,7,74,-2,3,0,0,2,スタミナ,3,水属性攻撃,3,雷耐性,-2,耐暑,2,,,水獣の爪,2,マカライト鉱石,2,ランポスの皮,2,のりこねバッタ,2
ボロスヘルム,0,0,2,1,99,4,18,120,0,0,1,-2,0,攻撃,3,ガード性能,3,腹減り,-2,,,,,土砂竜の甲殻,1,土砂竜の頭殻,1,草食竜の頭殻,2,,
ボロスキャップ,0,0,2,1,99,4,8,74,1,1,2,-1,1,攻撃,3,防御,1,精密射撃,1,腹減り,-2,,,土砂竜の甲殻,1,土砂竜の頭殻,1,草食竜の頭殻,2,,
ハプルヘルム,0,0,2,1,99,5,21,123,2,0,-2,-4,1,納刀,1,食事,2,,,,,,,鮮やかな体液,1,潜口竜の皮,2,竜骨【中】,2,,
ハプルキャップ,0,0,2,1,99,5,10,76,3,1,-1,-3,2,納刀,2,食事,3,,,,,,,鮮やかな体液,1,潜口竜の皮,2,竜骨【中】,2,,
ギザミヘルム,0,0,2,1,99,5,21,123,1,2,-1,-1,0,匠,1,達人,-1,斬れ味,2,研ぎ師,1,,,鎌蟹の鋏,1,鎌蟹の甲殻,2,とがった爪,2,,
ギザミキャップ,0,0,2,2,99,5,10,76,2,3,0,0,1,防御,-1,貫通弾強化,2,貫通弾追加,1,精密射撃,1,,,鎌蟹の鋏,1,鎌蟹の甲殻,2,とがった爪,2,,
ハイメタヘルム,0,0,2,1,2,4,14,116,-2,-2,3,-1,0,砲術,1,体力,2,スタミナ,-2,,,,,ドラグライト鉱石,2,マカライト鉱石,3,ライトクリスタル,1,大地の結晶,2
ハイメタキャップ,0,0,2,1,2,4,7,74,-1,-1,4,0,1,砲術,1,体力,2,スタミナ,-2,,,,,ドラグライト鉱石,2,マカライト鉱石,3,ライトクリスタル,1,大地の結晶,2
バトルヘルム,0,0,2,2,3,5,14,116,2,-2,-2,-1,0,攻撃,2,研ぎ師,1,,,,,,,縞模様の皮,2,鉄鉱石,5,盾虫の甲殻,4,大地の結晶,2
バトルキャップ,0,0,2,2,3,5,7,74,3,-1,-1,0,1,装填速度,1,攻撃,2,,,,,,,縞模様の皮,2,鉄鉱石,5,盾虫の甲殻,4,大地の結晶,2
ゴアヘルム,0,0,3,1,3,5,21,123,-4,2,-3,1,-2,細菌学,2,闘魂,4,火耐性,-3,,,,,黒蝕竜の触角,2,黒蝕竜の鱗,3,穢れた竜鱗,3,徹甲虫の羽,3
ゴアキャップ,0,0,3,2,3,5,11,77,-3,3,-2,2,-1,細菌学,2,闘魂,3,火耐性,-3,,,,,黒蝕竜の触角,2,黒蝕竜の鱗,3,穢れた竜鱗,3,徹甲虫の羽,3
レウスヘルム,0,0,3,0,3,5,23,125,2,0,-2,0,-3,攻撃,3,火属性攻撃,1,回復量,-2,,,,,火竜の鱗,3,火竜の甲殻,3,火竜の翼爪,1,ドラグライト鉱石,3
レウスキャップ,0,0,3,0,3,5,12,78,3,1,-1,1,-2,攻撃,4,火属性攻撃,2,回復量,-2,,,,,火竜の鱗,3,火竜の甲殻,3,火竜の翼爪,1,ドラグライト鉱石,3
レックスヘルム,0,0,3,1,3,5,22,124,2,-1,-4,0,-2,攻撃,3,研ぎ師,-2,食いしん坊,4,,,,,轟竜の頭殻,1,轟竜の牙,4,轟竜の鱗,3,鮫肌の鱗,2
レックスキャップ,0,0,3,1,3,5,11,77,3,0,-3,1,-1,反動,-2,攻撃,4,食いしん坊,4,,,,,轟竜の頭殻,1,轟竜の牙,4,轟竜の鱗,3,鮫肌の鱗,2
ジンオウヘルム,0,0,3,2,3,5,21,123,0,-2,2,-4,1,本気,1,雷属性攻撃,1,気配,-2,,,,,雷狼竜の角,1,雷狼竜の帯電毛,2,雷狼竜の甲殻,2,徹甲虫の甲殻,3
ジンオウキャップ,0,0,3,2,3,5,10,76,1,-1,3,-3,2,本気,1,雷属性攻撃,2,気配,-2,,,,,雷狼竜の角,1,雷狼竜の帯電毛,2,雷狼竜の甲殻,2,徹甲虫の甲殻,3
セルタスヘルム,0,0,3,1,3,5,21,123,-3,2,-1,-2,2,砲術,3,斬れ味,3,気力回復,-2,,,,,重甲虫の甲殻,4,重甲虫の大顎,2,重甲虫の円月尾,1,徹甲虫の角,1
セルタスキャップ,0,0,3,2,3,5,10,76,-2,3,0,-1,3,砲術,3,装填数,2,気力回復,-2,,,,,重甲虫の甲殻,4,重甲虫の大顎,2,重甲虫の円月尾,1,徹甲虫の角,1
グラビドヘルム,0,0,3,1,3,5,23,125,2,-3,0,1,-2,防御,2,ガード性能,3,スタミナ,-1,,,,,鎧竜の甲殻,4,鎧竜の頭殻,2,竜骨【大】,3,イーオスの皮,4
グラビドキャップ,0,0,3,1,3,5,12,78,3,-2,1,2,-1,反動,3,防御,2,スタミナ,-1,,,,,鎧竜の甲殻,4,鎧竜の頭殻,2,竜骨【大】,3,イーオスの皮,4
ブラキヘルム,0,0,3,1,3,6,22,124,2,-4,0,-2,0,闘魂,2,回避性能,-2,爆弾強化,2,,,,,砕竜の黒曜甲,3,砕竜の頭殻,1,なぞの粘菌,3,紅蓮石,2
ブラキキャップ,0,0,3,1,3,6,11,77,3,-3,1,-1,1,闘魂,3,回避性能,-2,爆弾強化,2,,,,,砕竜の黒曜甲,3,砕竜の頭殻,1,なぞの粘菌,3,紅蓮石,2
残陽【兜】,1,0,3,2,4,6,26,126,2,1,-3,2,-3,抜刀減気,2,達人,1,底力,-3,スタミナ,3,,,荒々しい龍角,4,豪山龍の紅鱗,5,豪山龍の甲岩殻,3,雌火竜の逆鱗,1
東雲【陣笠】,1,0,3,2,4,6,13,78,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,2,貫通弾強化,2,,,荒々しい龍角,4,豪山龍の紅鱗,5,豪山龍の甲岩殻,3,雌火竜の逆鱗,1
常磐【兜】,2,0,3,2,4,6,26,126,2,1,-3,2,-3,抜刀減気,2,達人,1,底力,-3,スタミナ,3,,,荒々しい龍角,4,豪山龍の紅鱗,5,豪山龍の甲岩殻,3,雌火竜の逆鱗,1
八千代【冠】,2,0,3,2,4,6,13,78,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,2,貫通弾強化,2,,,荒々しい龍角,4,豪山龍の紅鱗,5,豪山龍の甲岩殻,3,雌火竜の逆鱗,1
アークヘルム,1,0,3,1,7,6,24,126,-3,3,0,1,-5,本気,4,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,2,天廻龍の鱗,3,純白の龍鱗,2,ライトクリスタル,2
アークキャップ,1,0,3,2,7,6,12,78,-2,4,1,2,-4,本気,3,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,2,天廻龍の鱗,3,純白の龍鱗,2,ライトクリスタル,2
フィリアヘルム,2,0,3,1,7,6,24,126,-3,3,0,1,-5,本気,4,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,2,天廻龍の鱗,3,純白の龍鱗,2,ライトクリスタル,2
フィリアキャップ,2,0,3,2,7,6,12,78,-2,4,1,2,-4,本気,3,火耐性,-3,狂撃耐性,2,,,,,天廻龍の角,2,天廻龍の鱗,3,純白の龍鱗,2,ライトクリスタル,2
ガルルガヘルム,0,0,3,2,3,5,24,126,1,-3,1,-2,0,達人,3,聴覚保護,2,,,,,,,黒狼鳥の耳,2,尖ったクチバシ,2,黒狼鳥の甲殻,3,黒狼鳥のたてがみ,2
ガルルガキャップ,0,0,3,2,3,5,12,78,2,-2,2,-1,1,達人,3,聴覚保護,2,,,,,,,黒狼鳥の耳,2,尖ったクチバシ,2,黒狼鳥の甲殻,3,黒狼鳥のたてがみ,2
キリンホーン,0,0,3,2,3,6,26,126,-2,-2,4,0,2,属性耐性,2,運気,-2,属性攻撃,1,,,,,キリンの皮,5,キリンの雷角,3,キリンのたてがみ,2,黒狼鳥のたてがみ,2
キリンコルノ,0,0,3,2,3,6,13,78,-1,-1,5,1,3,属性耐性,2,運気,-2,属性攻撃,1,,,,,キリンの皮,5,キリンの雷角,3,キリンのたてがみ,2,黒狼鳥のたてがみ,2
ナルガヘルム,0,0,3,1,99,5,22,124,-2,1,-4,1,1,匠,1,回避性能,1,スタミナ,-2,回避距離,3,,,迅竜の黒毛,5,狗竜の皮,5,縞模様の皮,5,,
ナルガキャップ,0,0,3,1,99,5,11,77,-1,2,-3,2,2,回避性能,2,スタミナ,-2,回避距離,3,装填数,1,,,迅竜の黒毛,5,狗竜の皮,5,縞模様の皮,5,,
ガンキンヘルム,0,0,3,1,99,5,24,126,2,-4,1,-1,-2,防御,3,スタミナ,-1,減気攻撃,1,,,,,爆鎚竜の骨髄,1,爆鎚竜の耐熱殻,3,ドラグライト鉱石,3,,
ガンキンキャップ,0,0,3,1,99,5,12,78,3,-3,2,0,-1,防御,4,スタミナ,-1,通常弾強化,1,,,,,爆鎚竜の骨髄,1,爆鎚竜の耐熱殻,3,ドラグライト鉱石,3,,
ドボルヘルム,0,0,3,2,99,6,24,126,-4,2,1,-2,1,攻撃,3,達人,-1,回復速度,1,,,,,尾槌竜の角,2,上竜骨,2,草食竜の甲殻,3,,
ドボルキャップ,0,0,3,1,99,6,12,78,-3,3,2,-1,2,攻撃,4,達人,-1,回復速度,3,,,,,尾槌竜の角,2,上竜骨,2,草食竜の甲殻,3,,
ラヴァヘルム,0,0,3,2,99,6,23,125,2,-3,0,0,1,ガード性能,1,回復速度,2,気配,-2,,,,,溶岩竜のヒレ,1,溶岩竜の鱗,3,縞模様の皮,2,,
ラヴァキャップ,0,0,3,2,99,6,12,78,3,-2,1,1,2,反動,2,回復速度,2,気配,-2,,,,,溶岩竜のヒレ,1,溶岩竜の鱗,3,縞模様の皮,2,,
ディアブロヘルム,0,0,3,2,99,6,23,125,2,0,0,-4,0,匠,2,抜刀会心,3,研ぎ師,-2,納刀,2,耐震,1,角竜の甲殻,4,上竜骨,2,垂皮竜の皮,2,,
ディアブロキャップ,0,0,3,2,99,6,12,78,3,1,1,-3,1,装填速度,3,納刀,2,装填数,2,貫通弾強化,1,精密射撃,-2,角竜の甲殻,4,上竜骨,2,垂皮竜の皮,2,,
暁丸【兜】,1,0,3,1,99,6,26,126,-2,2,0,2,-4,剣術,2,スタミナ,-1,重撃,2,加護,2,,,老山龍の角,1,老山龍の甲殻,4,砕竜の頭殻,1,,
曙丸【烏帽子】,1,0,3,2,99,6,13,78,-1,3,1,3,-3,スタミナ,-1,重撃,2,装填数,1,加護,2,,,老山龍の角,1,老山龍の甲殻,4,砕竜の頭殻,1,,
凛【鉢金】,2,0,3,1,99,6,26,126,-2,2,0,2,-4,剣術,2,スタミナ,-1,重撃,2,加護,2,,,老山龍の角,1,老山龍の甲殻,4,砕竜の頭殻,1,,
艶【鉢金】,2,0,3,2,99,6,13,78,-1,3,1,3,-3,スタミナ,-1,重撃,2,装填数,1,加護,2,,,老山龍の角,1,老山龍の甲殻,4,砕竜の頭殻,1,,
インゴットヘルム,0,0,3,1,3,5,18,120,-2,-2,2,0,0,ガード強化,2,納刀,3,雷属性攻撃,1,気まぐれ,-2,,,紅蓮石,2,ドラグライト鉱石,2,大地の結晶,5,ライトクリスタル,1
インゴットキャップ,0,0,3,1,3,5,8,74,-1,-1,3,1,1,反動,3,散弾強化,2,雷属性攻撃,1,気まぐれ,-2,,,紅蓮石,2,ドラグライト鉱石,2,大地の結晶,5,ライトクリスタル,1
ガーグァフェイク,0,0,3,0,1,2,5,73,-4,-2,-1,2,1,調合成功率,10,,,,,,,,,丸鳥の羽,3,鉄鉱石,10,,,,
ジャギィフェイク,0,0,3,0,1,2,6,73,0,0,0,0,0,肉食,10,,,,,,,,,狗竜の頭,1,狗竜の皮,3,王者のエリマキ,1,,
竜王の隻眼,0,0,3,2,3,6,11,77,2,2,2,2,2,狂撃耐性,6,,,,,,,,,勇気の証,5,黒蝕竜の暗翼,2,黒蝕竜の鱗,5,レビテライト鉱石,5
友情の羽飾り,0,0,3,2,3,6,11,77,0,0,0,0,0,指揮,7,,,,,,,,,オトモチケット,3,勇気の証,3,肉球のスタンプ,3,,
ブナハＳハット,0,0,4,1,4,7,33,116,-5,-1,2,-1,3,攻撃,-2,特殊攻撃,2,納刀,1,麻痺,2,,,飛甲虫の堅殻,2,飛甲虫の甲殻,3,甲虫の腹袋,2,ドスヘラクレス,2
ブナハＳキャップ,0,0,4,1,4,7,16,76,-4,0,3,0,4,攻撃,-2,特殊攻撃,3,納刀,2,麻痺,2,,,飛甲虫の堅殻,2,飛甲虫の甲殻,3,甲虫の腹袋,2,ドスヘラクレス,2
ズワロＳフード,0,0,4,2,4,7,36,117,-4,3,0,-2,2,防御,-1,体力,2,回復速度,7,,,,,垂皮竜の上皮,4,垂皮竜の皮,3,上質な毛皮,2,,
ズワロＳフッド,0,0,4,2,4,7,18,77,-3,4,1,-1,3,防御,-1,体力,2,回復速度,7,,,,,垂皮竜の上皮,4,垂皮竜の皮,3,上質な毛皮,2,,
リノプロＳヘルム,0,0,4,1,4,7,31,117,2,-1,-1,-1,1,砲術,2,KO,2,気絶,-3,耐泥耐雪,1,,,草食竜の堅殻,3,草食竜の頭殻,1,氷結晶,3,,
リノプロＳキャップ,0,0,4,1,4,7,15,76,3,0,0,0,2,砲術,2,KO,2,気絶,-3,耐泥耐雪,2,,,草食竜の堅殻,3,草食竜の頭殻,1,氷結晶,3,,
ガブラスＳヘッド,0,0,4,2,5,99,40,117,2,-3,3,2,-4,属性解放,1,属性耐性,-2,減気攻撃,4,,,,,翼蛇竜の上皮,1,翼蛇竜の頭,3,火竜の翼,1,ガマのコイン,1
ガブラスＳフェイス,0,0,4,2,5,99,20,77,3,-2,4,3,-3,属性解放,1,属性耐性,-2,減気攻撃,4,,,,,翼蛇竜の上皮,1,翼蛇竜の頭,3,火竜の翼,1,ガマのコイン,1
ジャギィＳヘルム,0,0,4,2,4,7,36,117,-4,0,0,0,2,攻撃,3,研ぎ師,1,効果持続,-2,気絶,1,,,狗竜の上皮,4,狗竜の爪,2,狗竜の皮,2,ドラグライト鉱石,2
ジャギィＳキャップ,0,0,4,1,4,7,18,77,-3,1,1,1,3,装填速度,2,攻撃,3,効果持続,-2,気絶,2,,,狗竜の上皮,4,狗竜の爪,2,狗竜の皮,2,ドラグライト鉱石,2
ゲネポスＳヘルム,0,0,4,1,4,7,36,117,1,1,-3,-5,3,特殊攻撃,2,麻痺,1,,,,,,,ゲネポスの上鱗,3,ゲネポスの上皮,4,カブレライト鉱石,2,ドスゲネポスの頭,1
ゲネポスＳキャップ,0,0,4,2,4,7,18,77,2,2,-2,-4,4,特殊攻撃,1,麻痺,1,,,,,,,ゲネポスの上鱗,3,ゲネポスの上皮,4,カブレライト鉱石,2,ドスゲネポスの頭,1
イーオスＳヘルム,0,0,4,2,5,8,44,119,0,-4,-4,3,3,属性解放,1,特殊攻撃,2,毒,1,気絶,-2,,,イーオスの上鱗,3,イーオスの上皮,2,強靭な鳥竜皮,3,猛毒袋,3
イーオスＳキャップ,0,0,4,2,5,8,22,78,1,-3,-3,4,4,属性解放,1,特殊攻撃,2,毒,2,気絶,-2,,,イーオスの上鱗,3,イーオスの上皮,2,強靭な鳥竜皮,3,猛毒袋,3
ウルクＳヘルム,0,0,4,2,5,8,45,120,-3,2,-1,2,2,回避距離,2,効果持続,1,耐暑,-2,耐寒,2,,,白兎獣の大耳,2,堅牢な骨,2,狗竜の皮,5,ユニオン鉱石,3
ウルクＳキャップ,0,0,4,2,5,8,22,78,-2,3,0,3,3,回避距離,3,効果持続,2,耐暑,-2,耐寒,2,,,白兎獣の大耳,2,堅牢な骨,2,狗竜の皮,5,ユニオン鉱石,3
ケチャＳヘルム,0,0,4,0,4,7,43,118,-5,3,-3,0,3,運気,-2,水属性攻撃,3,体術,2,気まぐれ,2,,,奇猿狐の剛毛,3,奇猿狐の堅長骨,3,堅牢な骨,1,上質な毛皮,2
ケチャＳキャップ,0,0,4,0,4,7,21,78,-4,4,-2,1,4,運気,-1,水属性攻撃,3,体術,2,気まぐれ,2,,,奇猿狐の剛毛,3,奇猿狐の堅長骨,3,堅牢な骨,1,上質な毛皮,2
