#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ジャギィグリーヴ,0,1,2,1,1,2,10,116,-2,0,0,0,1,研ぎ師,2,効果持続,-1,気絶,3,,,,,ジャギィの皮,4,ジャギィの鱗,3,竜骨【小】,4,マカライト鉱石,2
ジャギィレギンス,0,2,2,1,1,2,5,73,-1,1,1,1,2,装填速度,2,効果持続,-1,気絶,3,,,,,ジャギィの皮,4,ジャギィの鱗,3,竜骨【小】,4,マカライト鉱石,2
ゲネポスグリーヴ,0,1,2,1,2,3,12,116,1,1,-2,-3,2,特殊攻撃,1,麻痺,2,,,,,,,ドスゲネポスの皮,2,ゲネポスの鱗,2,鉄鉱石,4,,
ゲネポスレギンス,0,2,2,1,2,3,6,73,2,2,-1,-2,3,特殊攻撃,1,麻痺,2,,,,,,,ドスゲネポスの皮,2,ゲネポスの鱗,2,鉄鉱石,4,,
イーオスグリーヴ,0,1,2,0,3,5,15,117,0,-3,-3,2,2,胴系統倍加,1,,,,,,,,,イーオスの皮,2,イーオスの鱗,4,竜骨【小】,3,鉄鉱石,2
イーオスレギンス,0,2,2,0,3,5,8,74,1,-2,-2,3,3,胴系統倍加,1,,,,,,,,,イーオスの皮,2,イーオスの鱗,4,竜骨【小】,3,鉄鉱石,2
ウルクグリーヴ,0,1,2,2,2,4,15,117,-2,2,-1,2,2,回避距離,2,耐暑,-1,耐寒,1,,,,,白兎獣の毛,2,白兎獣の腹甲,2,白兎獣の氷爪,1,のりこねバッタ,8
ウルクレギンス,0,2,2,2,2,4,8,74,-1,3,0,3,3,回避距離,2,耐暑,-1,耐寒,1,,,,,白兎獣の毛,2,白兎獣の腹甲,2,白兎獣の氷爪,1,のりこねバッタ,8
ケチャグリーヴ,0,1,2,0,1,3,14,116,-3,2,-2,0,2,運気,-1,水属性攻撃,1,気まぐれ,4,,,,,奇猿狐の尻尾,1,奇猿狐の長骨,2,奇猿狐の毛,2,雷光虫,2
ケチャレギンス,0,2,2,0,1,3,7,74,-2,3,-1,1,3,運気,-1,水属性攻撃,1,気まぐれ,4,,,,,奇猿狐の尻尾,1,奇猿狐の長骨,2,奇猿狐の毛,2,雷光虫,2
コンガグリーヴ,0,1,2,1,2,3,14,116,-3,1,1,-1,2,細菌学,2,食いしん坊,2,腹減り,-2,,,,,コンガの毛,4,徹甲虫の甲殻,2,大きな骨,1,マカライト鉱石,2
コンガレギンス,0,2,2,1,2,3,7,74,-2,2,2,0,3,細菌学,2,食いしん坊,2,腹減り,-2,,,,,コンガの毛,4,徹甲虫の甲殻,2,大きな骨,1,マカライト鉱石,2
ゲリョスグリーヴ,0,1,2,1,1,3,14,116,-4,1,2,-2,0,スタミナ,3,腹減り,-2,毒,1,,,,,ゴム質の皮,3,大地の結晶,2,ゲネポスの皮,3,,
ゲリョスレギンス,0,2,2,1,1,3,7,74,-3,2,3,-1,1,スタミナ,3,腹減り,-2,毒,1,,,,,ゴム質の皮,3,大地の結晶,2,ゲネポスの皮,3,,
カブラグリーヴ,0,1,2,0,1,3,16,118,2,-3,-2,0,1,胴系統倍加,1,,,,,,,,,鬼蛙の爪,2,鬼蛙の甲殻,3,草食竜の甲殻,2,大地の結晶,3
カブラレギンス,0,2,2,0,1,3,8,74,3,-2,-1,1,2,胴系統倍加,1,,,,,,,,,鬼蛙の爪,2,鬼蛙の甲殻,3,草食竜の甲殻,2,大地の結晶,3
スキュラグリーヴ,0,1,2,2,2,4,19,121,-2,2,-2,1,2,観察眼,2,腹減り,-2,高速設置,1,睡眠,2,,,影蜘蛛の甲殻,3,睡眠袋,1,ゴム質の皮,2,とがった牙,4
スキュラレギンス,0,2,2,2,2,4,9,75,-1,3,-1,2,3,観察眼,2,腹減り,-2,高速設置,1,睡眠,2,,,影蜘蛛の甲殻,3,睡眠袋,1,ゴム質の皮,2,とがった牙,4
ザボアグリーヴ,0,1,2,1,2,4,20,122,-2,2,-3,2,0,体力,3,氷属性攻撃,2,肉食,1,腹減り,-2,,,化け鮫の鱗,2,化け鮫の皮,4,化け鮫のヒレ,1,鮫肌の鱗,2
ザボアレギンス,0,2,2,1,2,4,10,76,-1,3,-2,3,1,体力,3,氷属性攻撃,2,肉食,1,腹減り,-2,,,化け鮫の鱗,2,化け鮫の皮,4,化け鮫のヒレ,1,鮫肌の鱗,2
ガララグリーヴ,0,1,2,1,2,4,20,122,1,-2,0,-4,1,捕獲,3,聴覚保護,1,気まぐれ,-2,麻痺,2,,,絞蛇竜の皮,3,絞蛇竜の甲殻,3,絞蛇竜の牙,3,垂皮竜の皮,3
ガララレギンス,0,2,2,1,2,4,10,76,2,-1,1,-3,2,捕獲,3,聴覚保護,1,気まぐれ,-2,麻痺,2,,,絞蛇竜の皮,3,絞蛇竜の甲殻,3,絞蛇竜の牙,3,垂皮竜の皮,3
フルフルグリーヴ,0,1,2,1,2,4,19,121,-4,1,1,2,1,雷属性攻撃,3,回復量,3,気絶,-2,,,,,ブヨブヨした皮,2,マカライト鉱石,2,肉厚な皮,3,,
フルフルレギンス,0,2,2,1,2,4,10,76,-3,2,2,3,2,雷属性攻撃,3,回復量,3,気絶,-2,,,,,ブヨブヨした皮,2,マカライト鉱石,2,肉厚な皮,3,,
レイアグリーヴ,0,1,2,2,2,4,19,121,2,0,-2,0,-3,体力,2,火属性攻撃,1,回復速度,-2,,,,,雌火竜の甲殻,3,雌火竜の鱗,4,竜骨【大】,3,ライトクリスタル,1
レイアレギンス,0,2,2,2,2,4,10,76,3,1,-1,1,-2,体力,2,火属性攻撃,1,回復速度,-2,,,,,雌火竜の甲殻,3,雌火竜の鱗,4,竜骨【大】,3,ライトクリスタル,1
ランポスグリーヴ,0,1,2,1,1,2,13,117,0,0,0,-4,2,攻撃,3,気絶,3,,,,,,,ランポスの皮,2,ランポスの鱗,3,竜骨【小】,4,鉄鉱石,4
ランポスレギンス,0,2,2,1,1,2,7,74,1,1,1,-3,3,攻撃,3,気絶,3,,,,,,,ランポスの皮,2,ランポスの鱗,3,竜骨【小】,4,鉄鉱石,4
クックグリーヴ,0,1,2,2,1,2,16,118,2,-1,-2,-3,2,攻撃,2,聴覚保護,-2,スタミナ,1,,,,,怪鳥の耳,2,怪鳥の甲殻,2,怪鳥の翼膜,2,ランポスの皮,2
クックレギンス,0,2,2,2,1,2,8,74,3,0,-1,-2,3,攻撃,2,聴覚保護,-2,スタミナ,1,,,,,怪鳥の耳,2,怪鳥の甲殻,2,怪鳥の翼膜,2,ランポスの皮,2
バサルグリーヴ,0,1,2,1,2,3,18,120,0,-2,1,1,-3,耐暑,3,毒,2,麻痺,-1,睡眠,2,,,岩竜の甲殻,3,マカライト鉱石,5,毒袋,3,ゲネポスの皮,5
バサルレギンス,0,2,2,1,2,3,9,75,1,-1,2,2,-2,耐暑,3,毒,2,麻痺,-1,睡眠,2,,,岩竜の甲殻,3,マカライト鉱石,5,毒袋,3,ゲネポスの皮,5
アシラグリーヴ,0,1,2,0,99,3,13,117,-2,1,0,-1,1,胴系統倍加,1,,,,,,,,,青熊獣の毛,2,飛甲虫の甲殻,2,光蟲,1,,
アシラレギンス,0,2,2,0,99,3,7,74,-1,2,1,0,2,胴系統倍加,1,,,,,,,,,青熊獣の毛,2,飛甲虫の甲殻,2,光蟲,1,,
ルドロスグリーヴ,0,1,2,1,99,3,15,117,-3,2,-1,-1,1,スタミナ,2,水属性攻撃,2,雷耐性,-1,耐暑,2,,,水獣の爪,2,ランポスの鱗,3,海綿質の皮,2,のりこねバッタ,3
ルドロスレギンス,0,2,2,1,99,3,7,74,-2,3,0,0,2,スタミナ,2,水属性攻撃,2,雷耐性,-1,耐暑,2,,,水獣の爪,2,ランポスの鱗,3,海綿質の皮,2,のりこねバッタ,3
ボロスグリーヴ,0,1,2,1,99,4,18,120,4,-4,1,-2,0,攻撃,3,防御,2,ガード性能,1,腹減り,-2,,,土砂竜の甲殻,2,竜骨【大】,2,草食竜の甲殻,3,,
ボロスレギンス,0,2,2,1,99,4,8,74,5,-3,2,-1,1,攻撃,3,防御,2,精密射撃,1,腹減り,-2,,,土砂竜の甲殻,2,竜骨【大】,2,草食竜の甲殻,3,,
ハプルグリーヴ,0,1,2,0,99,5,21,123,2,0,-2,-4,1,納刀,3,食事,3,,,,,,,潜口竜の皮,3,モンスターの体液,3,草食竜の甲殻,3,,
ハプルレギンス,0,2,2,0,99,5,10,76,3,1,-1,-3,2,納刀,3,食事,3,,,,,,,潜口竜の皮,3,モンスターの体液,3,草食竜の甲殻,3,,
ギザミグリーヴ,0,1,2,2,99,5,21,123,1,2,-1,-1,0,斬れ味,4,研ぎ師,2,,,,,,,鎌蟹の甲殻,2,マカライト鉱石,3,キラビートル,1,,
ギザミレギンス,0,2,2,1,99,5,10,76,2,3,0,0,1,防御,-1,貫通弾強化,2,貫通弾追加,1,精密射撃,1,,,鎌蟹の甲殻,2,マカライト鉱石,3,キラビートル,1,,
ハイメタグリーヴ,0,1,2,1,2,4,14,116,-2,-2,3,-1,0,砲術,4,体力,2,スタミナ,-1,,,,,ドラグライト鉱石,3,マカライト鉱石,2,鉄鉱石,3,ランポスの鱗,3
ハイメタレギンス,0,2,2,1,2,4,7,74,-1,-1,4,0,1,砲術,4,体力,2,スタミナ,-1,,,,,ドラグライト鉱石,3,マカライト鉱石,2,鉄鉱石,3,ランポスの鱗,3
バトルグリーヴ,0,1,2,1,3,5,14,116,2,-2,-2,-1,0,攻撃,4,聴覚保護,-1,研ぎ師,2,,,,,縞模様の皮,1,暖かい毛皮,1,イーオスの鱗,5,大地の結晶,3
バトルレギンス,0,2,2,1,3,5,7,74,3,-1,-1,0,1,装填速度,2,攻撃,4,聴覚保護,-1,,,,,縞模様の皮,1,暖かい毛皮,1,イーオスの鱗,5,大地の結晶,3
ゴアグリーヴ,0,1,3,2,3,5,21,123,-4,2,-3,1,-2,細菌学,1,闘魂,3,火耐性,-3,,,,,黒蝕竜の甲殻,3,黒蝕竜の鱗,1,黒蝕竜の逆鱗,1,翼蛇竜の皮,5
ゴアレギンス,0,2,3,2,3,5,11,77,-3,3,-2,2,-1,細菌学,1,闘魂,3,火耐性,-3,,,,,黒蝕竜の甲殻,3,黒蝕竜の鱗,1,黒蝕竜の逆鱗,1,翼蛇竜の皮,5
レウスグリーヴ,0,1,3,1,3,5,23,125,2,0,-2,0,-3,攻撃,3,火属性攻撃,1,回復量,-2,,,,,火竜の甲殻,3,火竜の鱗,4,火炎袋,2,ドラグライト鉱石,3
レウスレギンス,0,2,3,1,3,5,12,78,3,1,-1,1,-2,攻撃,3,火属性攻撃,1,回復量,-2,,,,,火竜の甲殻,3,火竜の鱗,4,火炎袋,2,ドラグライト鉱石,3
レックスグリーヴ,0,1,3,2,3,5,22,124,2,-1,-4,0,-2,攻撃,2,研ぎ師,-2,食いしん坊,2,,,,,轟竜の鱗,4,轟竜の爪,5,轟竜の甲殻,3,狗竜の皮,3
レックスレギンス,0,2,3,2,3,5,11,77,3,0,-3,1,-1,反動,-2,攻撃,2,食いしん坊,2,,,,,轟竜の鱗,4,轟竜の爪,5,轟竜の甲殻,3,狗竜の皮,3
ジンオウグリーヴ,0,1,3,2,3,5,21,123,0,-2,2,-4,1,本気,1,雷属性攻撃,3,気配,-2,,,,,雷狼竜の蓄電殻,3,雷狼竜の甲殻,3,雷狼竜の爪,3,超電雷光虫,3
ジンオウレギンス,0,2,3,0,3,5,10,76,1,-1,3,-3,2,本気,1,雷属性攻撃,3,気配,-2,,,,,雷狼竜の蓄電殻,3,雷狼竜の甲殻,3,雷狼竜の爪,3,超電雷光虫,3
セルタスグリーヴ,0,1,3,1,3,5,21,123,-3,2,-1,-2,2,捕獲,3,砲術,1,斬れ味,2,気力回復,-2,,,重甲虫の爪,2,重甲虫の胸殻,4,重甲エキス,1,とがった牙,4
セルタスレギンス,0,2,3,1,3,5,10,76,-2,3,0,-1,3,砲術,1,装填数,3,榴弾追加,2,気力回復,-2,,,重甲虫の爪,2,重甲虫の胸殻,4,重甲エキス,1,とがった牙,4
グラビドグリーヴ,0,1,3,1,3,5,23,125,2,-3,0,1,-2,防御,3,ガード性能,2,スタミナ,-2,,,,,鎧竜の甲殻,5,火炎袋,3,上竜骨,2,ドスイーオスの皮,2
グラビドレギンス,0,2,3,1,3,5,12,78,3,-2,1,2,-1,反動,2,防御,3,スタミナ,-2,,,,,鎧竜の甲殻,5,火炎袋,3,上竜骨,2,ドスイーオスの皮,2
ブラキグリーヴ,0,1,3,1,3,6,22,124,2,-4,0,-2,0,闘魂,2,回避性能,-2,爆弾強化,3,,,,,砕竜の甲殻,4,なぞの粘菌,2,砕竜の拳,2,ドラグライト鉱石,5
ブラキレギンス,0,2,3,1,3,6,11,77,3,-3,1,-1,1,闘魂,1,回避性能,-2,爆弾強化,2,,,,,砕竜の甲殻,4,なぞの粘菌,2,砕竜の拳,2,ドラグライト鉱石,5
残陽【具足】,1,1,3,0,4,6,26,126,2,1,-3,2,-3,抜刀減気,3,達人,4,底力,-3,スタミナ,1,,,豪山龍の紅鱗,5,豪山龍の甲岩殻,6,ドラグライト鉱石,5,豪龍岩,3
東雲【袴】,1,2,3,0,4,6,13,78,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,3,貫通弾強化,3,,,豪山龍の紅鱗,5,豪山龍の甲岩殻,6,ドラグライト鉱石,5,豪龍岩,3
常磐【具足】,2,1,3,0,4,6,26,126,2,1,-3,2,-3,抜刀減気,3,達人,4,底力,-3,スタミナ,1,,,豪山龍の紅鱗,5,豪山龍の甲岩殻,6,ドラグライト鉱石,5,豪龍岩,3
八千代【袴】,2,2,3,0,4,6,13,78,3,2,-2,3,-2,装填速度,-3,スタミナ,2,無傷,3,貫通弾強化,3,,,豪山龍の紅鱗,5,豪山龍の甲岩殻,6,ドラグライト鉱石,5,豪龍岩,3
アークグリーヴ,1,1,3,2,7,6,24,126,-3,3,0,1,-5,匠,3,本気,3,火耐性,-3,狂撃耐性,1,,,天廻龍の甲殻,3,天廻龍の鱗,1,天廻龍の逆鱗,1,上竜骨,4
アークレギンス,1,2,3,2,7,6,12,78,-2,4,1,2,-4,本気,3,装填数,3,火耐性,-3,狂撃耐性,1,,,天廻龍の甲殻,3,天廻龍の鱗,1,天廻龍の逆鱗,1,上竜骨,4
フィリアグリーヴ,2,1,3,2,7,6,24,126,-3,3,0,1,-5,匠,3,本気,3,火耐性,-3,狂撃耐性,1,,,天廻龍の甲殻,3,天廻龍の鱗,1,天廻龍の逆鱗,1,上竜骨,4
フィリアレギンス,2,2,3,2,7,6,12,78,-2,4,1,2,-4,本気,3,装填数,3,火耐性,-3,狂撃耐性,1,,,天廻龍の甲殻,3,天廻龍の鱗,1,天廻龍の逆鱗,1,上竜骨,4
ガルルガグリーヴ,0,1,3,2,3,5,24,126,1,-3,1,-2,0,達人,4,聴覚保護,1,,,,,,,黒狼鳥の鱗,5,黒狼鳥の甲殻,4,のりこねバッタ,4,ドスゲネポスの皮,2
ガルルガレギンス,0,2,3,2,3,5,12,78,2,-2,2,-1,1,達人,4,聴覚保護,1,,,,,,,黒狼鳥の鱗,5,黒狼鳥の甲殻,4,のりこねバッタ,4,ドスゲネポスの皮,2
キリンレガース,0,1,3,2,3,6,26,126,-2,-2,4,0,2,属性耐性,1,運気,-2,属性攻撃,3,,,,,キリンの皮,7,キリンの雷角,1,怪鳥の鱗,5,電気袋,3
キリンブーツ,0,2,3,2,3,6,13,78,-1,-1,5,1,3,属性耐性,1,運気,-2,属性攻撃,3,,,,,キリンの皮,7,キリンの雷角,1,怪鳥の鱗,5,電気袋,3
ナルガグリーヴ,0,1,3,0,5,8,22,124,-2,1,-4,1,1,痛撃,2,回避性能,4,スタミナ,-2,回避距離,3,,,迅竜の黒毛,2,迅竜の骨髄,1,竜玉,1,,
ナルガレギンス,0,2,3,0,5,8,11,77,-1,2,-3,2,2,痛撃,2,回避性能,4,スタミナ,-2,回避距離,3,,,迅竜の黒毛,2,迅竜の骨髄,1,竜玉,1,,
ガンキングリーヴ,0,1,3,0,99,5,24,126,2,-4,1,-1,-2,胴系統倍加,1,,,,,,,,,爆鎚竜の耐熱殻,2,盾虫の甲殻,4,火炎袋,3,,
ガンキンレギンス,0,2,3,0,99,5,12,78,3,-3,2,0,-1,胴系統倍加,1,,,,,,,,,爆鎚竜の耐熱殻,2,盾虫の甲殻,4,火炎袋,3,,
ドボルグリーヴ,0,1,3,1,99,6,24,126,-4,2,1,-2,1,攻撃,1,達人,-1,回復速度,3,,,,,尾槌竜の苔甲,4,大きな骨,5,暖かい毛皮,4,,
ドボルレギンス,0,2,3,1,99,6,12,78,-3,3,2,-1,2,攻撃,1,達人,-1,回復速度,3,,,,,尾槌竜の苔甲,4,大きな骨,5,暖かい毛皮,4,,
ラヴァグリーヴ,0,1,3,2,99,6,23,125,2,-3,0,0,1,ガード性能,2,回復速度,3,気配,-2,,,,,溶岩竜の鱗,3,溶岩竜のヒレ,1,イーオスの皮,5,,
ラヴァレギンス,0,2,3,2,99,6,12,78,3,-2,1,1,2,反動,2,回復速度,3,気配,-2,,,,,溶岩竜の鱗,3,溶岩竜のヒレ,1,イーオスの皮,5,,
ディアブログリーヴ,0,1,3,3,99,6,23,125,2,0,0,-4,0,剣術,3,研ぎ師,-2,納刀,1,耐震,1,,,角竜の甲殻,3,上竜骨,3,草食竜の甲殻,3,,
ディアブロレギンス,0,2,3,3,99,6,12,78,3,1,1,-3,1,納刀,1,根性,3,貫通弾強化,2,精密射撃,-2,,,角竜の甲殻,3,上竜骨,3,草食竜の甲殻,3,,
暁丸【具足】,1,1,3,2,99,6,26,126,-2,2,0,2,-4,剣術,2,スタミナ,-1,重撃,3,加護,2,,,老山龍の大爪,3,老山龍の甲殻,5,雌火竜の棘,2,,
曙丸【具足】,1,2,3,1,99,6,13,78,-1,3,1,3,-3,スタミナ,-1,重撃,3,装填数,2,加護,2,,,老山龍の大爪,3,老山龍の甲殻,5,雌火竜の棘,2,,
凛【袴】,2,1,3,2,99,6,26,126,-2,2,0,2,-4,剣術,2,スタミナ,-1,重撃,3,加護,2,,,老山龍の大爪,3,老山龍の甲殻,5,雌火竜の棘,2,,
艶【袴】,2,2,3,1,99,6,13,78,-1,3,1,3,-3,スタミナ,-1,重撃,3,装填数,2,加護,2,,,老山龍の大爪,3,老山龍の甲殻,5,雌火竜の棘,2,,
アーティアグリーヴ,0,1,3,1,3,5,20,122,0,-3,-3,1,2,ガード強化,4,研ぎ師,-2,気力回復,4,,,,,さびた破片,5,紅蓮石,2,マカライト鉱石,8,,
アーティアレギンス,0,2,3,1,3,5,10,76,1,-2,-2,2,3,装填速度,-2,反動,5,精密射撃,4,,,,,さびた破片,5,紅蓮石,2,マカライト鉱石,8,,
インゴットグリーヴ,0,1,3,1,3,5,18,120,-2,-2,2,0,0,ガード強化,3,納刀,1,雷属性攻撃,2,気まぐれ,-2,,,紅蓮石,2,ドラグライト鉱石,2,大地の結晶,5,ライトクリスタル,1
インゴットレギンス,0,2,3,1,3,5,8,74,-1,-1,3,1,1,反動,1,散弾強化,3,雷属性攻撃,2,気まぐれ,-2,,,紅蓮石,2,ドラグライト鉱石,2,大地の結晶,5,ライトクリスタル,1
ブナハＳブーツ,0,1,4,1,4,7,33,116,-5,-1,2,-1,3,攻撃,-1,特殊攻撃,3,納刀,2,麻痺,2,,,飛甲虫の堅殻,2,飛甲虫の羽,4,上質な腹袋,1,モンスターの体液,3
ブナハＳフット,0,2,4,1,4,7,16,76,-4,0,3,0,4,攻撃,-1,特殊攻撃,3,納刀,1,麻痺,2,,,飛甲虫の堅殻,2,飛甲虫の羽,4,上質な腹袋,1,モンスターの体液,3
リノプロＳグリーヴ,0,1,4,1,4,7,31,117,2,-1,-1,-1,1,砲術,1,KO,3,気絶,-1,耐泥耐雪,2,,,草食竜の堅殻,3,竜骨【小】,6,カブレライト鉱石,2,,
リノプロＳレギンス,0,2,4,1,4,7,15,76,3,0,0,0,2,砲術,1,KO,3,気絶,-1,耐泥耐雪,2,,,草食竜の堅殻,3,竜骨【小】,6,カブレライト鉱石,2,,
ガブラスーツＳフット,0,1,4,3,5,99,40,117,2,-3,3,2,-4,属性解放,1,属性耐性,-2,減気攻撃,1,,,,,翼蛇竜の上皮,1,縞模様の皮,4,火竜の翼爪,5,ガマのコイン,1
ガブラスーツＳタイツ,0,2,4,3,5,99,20,77,3,-2,4,3,-3,属性解放,1,属性耐性,-2,減気攻撃,1,,,,,翼蛇竜の上皮,1,縞模様の皮,4,火竜の翼爪,5,ガマのコイン,1
ジャギィＳグリーヴ,0,1,4,1,4,7,36,117,-4,0,0,0,2,攻撃,1,研ぎ師,3,効果持続,-1,気絶,3,,,ジャギィの上鱗,4,ジャギィの皮,4,上質な鳥竜骨,4,ドラグライト鉱石,2
ジャギィＳレギンス,0,2,4,1,4,7,18,77,-3,1,1,1,3,装填速度,3,攻撃,1,効果持続,-1,気絶,3,,,ジャギィの上鱗,4,ジャギィの皮,4,上質な鳥竜骨,4,ドラグライト鉱石,2
ゲネポスＳグリーヴ,0,1,4,2,4,7,36,117,1,1,-3,-5,3,特殊攻撃,1,麻痺,2,,,,,,,ゲネポスの上鱗,2,ゲネポスの上皮,4,ドラグライト鉱石,5,上竜骨,3
ゲネポスＳレギンス,0,2,4,2,4,7,18,77,2,2,-2,-4,4,特殊攻撃,1,麻痺,2,,,,,,,ゲネポスの上鱗,2,ゲネポスの上皮,4,ドラグライト鉱石,5,上竜骨,3
イーオスＳグリーヴ,0,1,4,3,5,8,44,119,0,-4,-4,3,3,特殊攻撃,1,毒,2,気絶,-2,,,,,イーオスの上鱗,3,イーオスの上皮,2,強靭な鳥竜皮,3,上竜骨,3
イーオスＳレギンス,0,2,4,3,5,8,22,78,1,-3,-3,4,4,特殊攻撃,1,毒,2,気絶,-2,,,,,イーオスの上鱗,3,イーオスの上皮,2,強靭な鳥竜皮,3,上竜骨,3
ウルクＳグリーヴ,0,1,4,1,5,8,45,120,-3,2,-1,2,2,回避距離,2,効果持続,1,耐暑,-2,耐寒,1,,,白兎獣の剛毛,3,白兎獣の堅腹甲,3,白兎獣の凍爪,1,肉厚な上皮,4
ウルクＳレギンス,0,2,4,1,5,8,22,78,-2,3,0,3,3,回避距離,2,効果持続,1,耐暑,-2,耐寒,1,,,白兎獣の剛毛,3,白兎獣の堅腹甲,3,白兎獣の凍爪,1,肉厚な上皮,4
ケチャＳグリーヴ,0,1,4,1,4,7,43,118,-5,3,-3,0,3,運気,-1,水属性攻撃,1,体術,2,気まぐれ,4,,,奇猿狐の堅長骨,2,奇猿狐の長骨,3,奇猿狐の尻尾,1,ドスヘラクレス,3
ケチャＳレギンス,0,2,4,1,4,7,21,78,-4,4,-2,1,4,運気,-1,水属性攻撃,1,体術,2,気まぐれ,4,,,奇猿狐の堅長骨,2,奇猿狐の長骨,3,奇猿狐の尻尾,1,ドスヘラクレス,3
コンガＳグリーヴ,0,1,4,1,4,7,38,117,-4,1,1,-1,3,細菌学,2,特殊攻撃,2,食いしん坊,2,腹減り,-2,,,桃毛獣の剛毛,3,強靭な鳥竜皮,2,堅牢な骨,2,ドラグライト鉱石,4
コンガＳレギンス,0,2,4,1,4,7,19,77,-3,2,2,0,4,細菌学,2,特殊攻撃,2,食いしん坊,2,腹減り,-2,,,桃毛獣の剛毛,3,強靭な鳥竜皮,2,堅牢な骨,2,ドラグライト鉱石,4
ランポスＳグリーヴ,0,1,4,0,4,7,38,117,0,0,0,-5,3,胴系統倍加,1,,,,,,,,,ランポスの上鱗,3,強靭な鳥竜皮,3,上質な鳥竜骨,4,マカライト鉱石,4
ランポスＳレギンス,0,2,4,0,4,7,19,77,1,1,1,-4,4,胴系統倍加,1,,,,,,,,,ランポスの上鱗,3,強靭な鳥竜皮,3,上質な鳥竜骨,4,マカライト鉱石,4
